LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002796854-0001-9,EL LATINO MARKET INC,,7228 S BROADWAY,LOS ANGELES,90003-2030,7228 BROADWAY 90003-2030,962 S GRAMERCY DRIVE   UNIT #306,LOS ANGELES,90019-2264,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/30/2015,,"(33.9744, -118.2782)"
0000576645-0002-9,BLANCA E MENDOZA,RJ'S MARKET,4645   BOWMAN BLVD,LOS ANGELES,90032-2041,4645 BOWMAN 90032-2041,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/03/2017,,"(34.0814, -118.1832)"
0003199739-0001-0,HUGO ORDAZ,ALMAS WATER MARKET,3115   WABASH AVENUE,LOS ANGELES,90063-2719,3115 WABASH 90063,3115   WABASH AVENUE,LOS ANGELES,90063-2719,445100,Grocery stores (including supermarkets & convenience stores without gas),14,07/01/2020,,"(34.049, -118.1937)"
0003071019-0001-9,KULBIR SINGH,Q & M STORE,853 E 91ST STREET,LOS ANGELES,90002-1625,853 91ST 90002-1625,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/11/2018,,"(33.9541, -118.259)"
0000032242-0018-7,SMART & FINAL STORES LLC,SMART & FINAL #459,2720 BEVERLY BLVD #459,LOS ANGELES,90057-1008,2720 BEVERLY 90057-1008,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100,Grocery stores (including supermarkets & convenience stores without gas),13,04/01/1994,,"(34.0699, -118.2778)"
0000893730-0001-0,SHALOM PRODUCE INC,SHALOM PRODUCE,7222 W SUNSET BLVD,LOS ANGELES,90046-3406,7222 SUNSET 90046-3406,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),4,08/01/1998,,"(34.0979, -118.3478)"
0002573075-0002-8,SF MARKETS LLC,SPROUTS FARMERS MARKET,1751 WESTWOOD BLVD,LOS ANGELES,90024-5607,1751 WESTWOOD 90024-5607,201 W UNIVERSITY AVENUE,CHAMPAIGN,61820-8802,445100,Grocery stores (including supermarkets & convenience stores without gas),5,05/01/2013,,"(34.0508, -118.4379)"
0002907624-0001-2,7353 MELROSE CORPORATION,7-ELEVEN STORE 39012B,7353   MELROSE AVENUE,LOS ANGELES,90046-7573,7353 MELROSE 90046-7573,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),5,04/28/2016,,"(34.0838, -118.3502)"
0002849771-0004-4,R & S SHARMA INC,7-ELEVEN STORE 39993A,6702   HOLLYWOOD BLVD,LOS ANGELES,90028-4605,6702 HOLLYWOOD 90028-4605,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),13,01/04/2019,,"(34.1013, -118.3366)"
0000858399-0002-9,PNS STORES INC,BIG LOTS #4600 | BIG LOTS STORE INC,3115 S SEPULVEDA BLVD,LOS ANGELES,90034-4203,3115 SEPULVEDA 90034-4203,4900 E DUBLIN GRANVILLE ROAD,COLUMBUS,43081-7651,445100,Grocery stores (including supermarkets & convenience stores without gas),5,11/10/2011,,"(34.0259, -118.4274)"
0002931317-0001-3,DUNIA ARACELY LARIOS,LARIOS MINI MARKET,7518 S MAIN STREET,LOS ANGELES,90003-2128,7518 MAIN 90003-2128,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,09/01/2016,,"(33.9716, -118.2736)"
0002924792-0001-8,JONATHAN GOMEZ,LEO'S MARKET,11875 S MAIN STREET,LOS ANGELES,90061-1758,11875 MAIN 90061-1758,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),15,08/02/2016,,"(33.9248, -118.2742)"
0003063554-0001-0,ANDREW WONG,LUCKY ZONE LOTTERY & CIGARETTES,710 B S HILL STREET,LOS ANGELES,90014-2702,710 HILL 90014-2702,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,07/02/2018,,"(34.0454, -118.2546)"
0000100747-0003-4,ALBERTSONS LLC,ALBERTSONS #4131,3901 CRENSHAW BLVD,LOS ANGELES,90008-2522,3901 CRENSHAW 90008-2522,POST OFFICE BOX #29096,PHOENIX,85038-9096,445100,Grocery stores (including supermarkets & convenience stores without gas),10,03/22/2013,,"(34.0145, -118.3351)"
0003080682-0001-1,SPROUTS BAKERY CAFE INC,,6200   WILSHIRE BLVD   FLOOR #LOBBY,LOS ANGELES,90048-5801,6200 WILSHIRE 90048,6200   WILSHIRE BLVD   FLOOR #LOBBY,LOS ANGELES,90048-5801,445100,Grocery stores (including supermarkets & convenience stores without gas),5,10/09/2018,,"(34.0629, -118.3637)"
0002898288-0002-7,RIGOBERTO GONZALEZ,,2013 W 7TH STREET,LOS ANGELES,90057-4023,2013 7TH 90057-4023,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,06/01/2016,,"(34.0562, -118.276)"
0000422709-0002-4,"THE ELEVENTH DIMENSION, INC.",7-ELEVEN STORE 33713A,500 W 7TH STREET,LOS ANGELES,90014-2502,500 7TH 90014-2502,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),14,11/06/2007,,"(34.0466, -118.2554)"
0002910262-0001-1,JSP SALES CORP,J.S.P MINI MARKET,2601 W PICO BLVD   #2,LOS ANGELES,90006-3901,2601 PICO 90006-3901,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,06/20/2015,,"(34.0474, -118.2947)"
0003051625-0001-1,FATMA A ELMAGHRBY,VERMONT FOOD MARKET,8451 S VERMONT AVENUE,LOS ANGELES,90044-3448,8451 VERMONT 90044-3448,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,04/27/2018,,"(33.9616, -118.2921)"
0000083049-0001-7,JEFFREY JAFAR,911 FOOD MART,11909 W PICO BLVD,LOS ANGELES,90064-1312,11909 PICO 90064-1312,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),11,04/02/2000,,
0002963083-0001-0,CALSO GROUP INC,EXPO SUPER MARKET,1019 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90037-1816,1019 MARTIN LUTHER KING JR 90037-1816,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,02/07/2017,,"(34.011, -118.2932)"
0002956718-0001-0,CONNIE AE SURH,T & T MARKET,1462 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90062-1225,1462 MARTIN LUTHER KING JR 90062-1225,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,01/15/2017,,"(34.0105, -118.3025)"
0002898673-0001-5,RODRIGO GUILLEN,OSCARS MINI MARKET 99,4314   ASCOT AVENUE,LOS ANGELES,90011-3808,4314 ASCOT 90011-3808,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,02/24/2016,,"(34.0054, -118.2496)"
0002930805-0001-4,MICHAEL KIMBREW,NORM & WEST,6918 S WESTERN AVENUE,LOS ANGELES,90047-1841,6918 WESTERN 90047-1841,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),0,09/01/2016,,"(33.9768, -118.3089)"
0002856676-0001-9,EMILY SANCHEZ & YVETTE SANCHEZ,DELICIA'S BAKERY & SOME...,5567 N FIGUEROA STREET,LOS ANGELES,90042-4119,5567 FIGUEROA 90042-4119,5567 N FIGUEROA STREET,LOS ANGELES,90042-4119,445100,Grocery stores (including supermarkets & convenience stores without gas),1,10/01/2015,,"(34.1087, -118.1945)"
0003010814-0001-6,"P & J, INC.",P & J  MARKET,1479 E 22ND STREET,LOS ANGELES,90011-1305,1479 22ND 90011,1479 E 22ND STREET,LOS ANGELES,90011-1305,445100,Grocery stores (including supermarkets & convenience stores without gas),9,10/23/2017,,"(34.0192, -118.248)"
0002912282-0001-2,NORMA E ANDRADE,LUCKY'S MARKET,3125   BEVERLY BLVD,LOS ANGELES,90057-1015,3125 BEVERLY 90057-1015,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,05/19/2016,,"(34.0724, -118.2828)"
0003017682-0001-7,SEONG RO CHOI,C & C MARKET,3300 E 8TH STREET,LOS ANGELES,90023-2904,3300 8TH 90023-2904,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,12/01/2017,,"(34.0222, -118.207)"
0000606436-0001-6,99 CENTS ONLY STORES,99? ONLY STORE #13,1516 W PICO BLVD,LOS ANGELES,90015-2408,1516 PICO 90015-2408,4000 UNION PACIFIC AVENUE,COMMERCE,90023-3202,445100,Grocery stores (including supermarkets & convenience stores without gas),1,10/25/1987,,"(34.044, -118.2756)"
0003086259-0001-2,MAL LLC,,909 E 7TH STREET,LOS ANGELES,90021-1407,909 7TH 90021-1407,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,11/02/2018,,"(34.0389, -118.2438)"
0000193800-0001-9,CURTIS D NASH,RP COIN LAUNDRY,4625 W ADAMS BLVD,LOS ANGELES,90016-3001,4625 ADAMS 90016-3001,4625 W ADAMS BLVD,LOS ANGELES,90016-3001,445100,Grocery stores (including supermarkets & convenience stores without gas),10,03/01/1999,,"(34.0325, -118.341)"
0003050820-0001-7,YOUNG HWAN JEE / SOON SIL JEE,JIM'S MARKET,4221 S MAIN STREET,LOS ANGELES,90037-2210,4221 MAIN 90037-2210,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/01/2018,,"(34.007, -118.2741)"
0002991188-0001-5,CORNELIO CASTREJON GOMEZ / FRANCISCA AVILEZ VARGAS CASTREJON,AVILES MARKET,3052 W 7TH STREET,LOS ANGELES,90005-1490,3052 7TH 90005-1490,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,06/13/2017,,"(34.0594, -118.2907)"
0003020019-0001-0,S M SOHRAWARDY,SAN PEDRO AS MARKET,2610 S SAN PEDRO STREET,LOS ANGELES,90011-1522,2610 SAN PEDRO 90011-1522,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/01/2018,,"(34.0211, -118.2615)"
0003042547-0001-0,KEVIN MACIAS,5 HERMANOS MARKET,507 W 62ND STREET,LOS ANGELES,90044-5425,507 62ND 90044-5425,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,03/15/2018,,"(33.9833, -118.2828)"
0002907630-0001-8,4901 SANTA MONICA CORPORATION,7-ELEVEN STORE 39219B,4901   SANTA MONICA BLVD,LOS ANGELES,90029-2537,4901 SANTA MONICA 90029-2537,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),13,04/28/2016,,"(34.0911, -118.2965)"
0000682889-0001-2,FRANCISCO LOPEZ GARCIA,PANCHOS GARDENER,2138 S PALM GROVE AVENUE,LOS ANGELES,90016-2318,2138 PALM GROVE 90016-2318,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,05/15/2002,,"(34.0366, -118.3427)"
0000809699-0001-1,THE ANOINTED WORD OF GOD MINISTERIES INC,,4900 W ADAMS BLVD,LOS ANGELES,90016-2850,4900 ADAMS 90016-2850,2923 DALTON AVENUE,LOS ANGELES,90018-3131,445100,Grocery stores (including supermarkets & convenience stores without gas),10,01/01/1984,,"(34.0325, -118.3473)"
0003039745-0001-1,BG1-LP,,2433   RIVERSIDE DRIVE,LOS ANGELES,90039-4023,2433 RIVERSIDE 90039-4023,23622   CALABASAS ROAD   SUITE #331,CALABASAS,91302-1594,445100,Grocery stores (including supermarkets & convenience stores without gas),13,01/01/2018,,"(34.1055, -118.2551)"
0002874484-0001-5,AYUMI TANAKA,M&A AROMA,3680   WILSHIRE BLVD   SUITE #301,LOS ANGELES,90010-2708,3680 WILSHIRE 90010-2708,3680   WILSHIRE BLVD   SUITE #301,LOS ANGELES,90010-2708,445100,Grocery stores (including supermarkets & convenience stores without gas),10,12/16/2015,,"(34.0607, -118.3062)"
0000100747-0002-6,ALBERTSONS LLC,ALBERTSONS #387,2035 HILLHURST AVENUE,LOS ANGELES,90027-2702,2035 HILLHURST 90027-2702,POST OFFICE BOX #29096,PHOENIX,85038-9096,445100,Grocery stores (including supermarkets & convenience stores without gas),4,03/22/2013,,"(34.1086, -118.2874)"
0003006077-0001-3,DINA ALSHAME,HIGHLAND MARKET & DELI,6901 N FIGUEROA STREET,LOS ANGELES,90042-1245,6901 FIGUEROA 90042-1245,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,09/08/2017,,"(34.1272, -118.1873)"
0000032242-0021-7,SMART & FINAL STORES LLC,SMART & FINAL #413,6060 N FIGUEROA STREET,LOS ANGELES,90042-4232,6060 FIGUEROA 90042-4232,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100,Grocery stores (including supermarkets & convenience stores without gas),14,10/15/1995,,"(34.1117, -118.1882)"
0002849771-0002-8,R & S SHARMA INC,7-ELEVEN STORE 39832A,1770 N HIGHLAND AVENUE   SUITE #D-E,LOS ANGELES,90028-4406,1770 HIGHLAND 90028-4406,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),13,04/13/2017,,"(34.1036, -118.3384)"
0003073871-0001-4,MARGARITA CORRALES,LANY MARKET,6500 S HOOVER STREET,LOS ANGELES,90044-5352,6500 HOOVER 90044-5352,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,09/05/2018,,"(33.9805, -118.2867)"
0000731842-0001-2,C & C LIQUOR AND MARKET INC,C & C LIQUOR,4606 S BROADWAY,LOS ANGELES,90037-2730,4606 BROADWAY 90037-2730,1150 S OXFORD AVENUE   #202,LOS ANGELES,90006-2581,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/01/1989,,"(34.0019, -118.2783)"
0000235400-0001-8,CECIL G/ELEANOR DERRICK,,8462 S MAIN STREET,LOS ANGELES,90003-2904,8462 MAIN 90003-2904,6508 S COPPERWOOD AVENUE,INGLEWOOD,90302-1036,445100,Grocery stores (including supermarkets & convenience stores without gas),9,11/01/1972,,"(33.9615, -118.2738)"
0003061885-0001-5,LUIS C MEJIA AREVALO,L & M MINI MARKET,5111 S CENTRAL AVENUE,LOS ANGELES,90011-4713,5111 CENTRAL 90011-4713,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,06/22/2018,,"(33.9962, -118.2568)"
0003029854-0001-2,SVK GROUP LLC,ONE STOP LIQUOR WHOLEMART,5028 S NORMANDIE AVENUE,LOS ANGELES,90037-2830,5028 NORMANDIE 90037-2830,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/30/2018,,"(33.9975, -118.3001)"
0003110398-0001-8,PETER D LEE,CALIMEX MARKET,2901   WHITTIER BLVD   SUITE #K,LOS ANGELES,90023-1533,2901 WHITTIER 90023,2901   WHITTIER BLVD   UNIT #K,LOS ANGELES,90023-1533,445100,Grocery stores (including supermarkets & convenience stores without gas),14,03/01/2019,,"(34.0314, -118.2082)"
0002959444-0001-0,GREGORIO CAP MOJARAS,DIANA'S MINI MARKET,5610 S MAIN STREET,LOS ANGELES,90037-4140,5610 MAIN 90037-4140,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/12/2017,,"(33.9912, -118.2736)"
0003063238-0001-6,ANGELA ZAMORA CARILLO DE NERI,SAN JUDAS COLIMA STORE,4116 S HOOVER STREET,LOS ANGELES,90037-1901,4116 HOOVER 90037-1901,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/15/2018,,"(34.0091, -118.2871)"
0000607559-0001-2,HK LA LP,H K SUPERMARKET,124 N WESTERN AVENUE,LOS ANGELES,90004-4106,124 WESTERN 90004-4106,5801 S MALT AVENUE,COMMERCE,90040-3501,445100,Grocery stores (including supermarkets & convenience stores without gas),10,10/21/1987,,"(34.0736, -118.3091)"
0000413353-0001-5,SUPER CENTER CONCEPTS INC,SUPERIOR GROCERS,10211 AVALON BLVD,LOS ANGELES,90003-4819,10211 AVALON 90003-4819,15510   CARMENITA ROAD,SANTA FE SPRINGS,90670-5610,445100,Grocery stores (including supermarkets & convenience stores without gas),8,12/20/1995,,"(33.9436, -118.2651)"
0002760945-0002-3,MARIANA GARCIA,GARCIA'S MINI MARKET #2,2721 S CENTRAL AVENUE,LOS ANGELES,90011-5527,2721 CENTRAL 90011-5527,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,05/01/2016,,"(34.0173, -118.2557)"
0002573399-0001-0,MALABEH ENTERPRISES INC,HILL STREET FOOD MARKET,206 W ADAMS BLVD,LOS ANGELES,90007-2653,206 ADAMS 90007-2653,17132 GARD AVENUE,ARTESIA,90701-2629,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/11/2011,,"(34.0258, -118.2713)"
0003076244-0001-0,"YNW HEALTH, INC.",,3071 W OLYMPIC BLVD,LOS ANGELES,90006-2521,3071 OLYMPIC 90006,3071 W OLYMPIC BLVD   BUILDING,LOS ANGELES,90006-2521,445100,Grocery stores (including supermarkets & convenience stores without gas),10,10/01/2018,,"(34.0529, -118.3024)"
0002906634-0001-9,BYRON DE LEON,DAMARIS MINI MARKET,5909 S BROADWAY,LOS ANGELES,90003-1121,5909 BROADWAY 90003-1121,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/01/2016,,"(33.9866, -118.2786)"
0002981660-0001-6,MARIANO BERRIOS,VALLE DE LUNA MINI MARKET,1513 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90062-1743,1513 MARTIN LUTHER KING JR 90062,1513 W MARTIN LUTHER KING JR BLVD   BUILDING,LOS ANGELES,90062-1743,445100,Grocery stores (including supermarkets & convenience stores without gas),8,07/01/2017,,"(34.0109, -118.304)"
0002934687-0001-5,MIGUEL AMBROSIO JUAREZ,DUVI  MARKET,501 S LA VERNE AVENUE,LOS ANGELES,90022-1905,501 LA VERNE 90022-1905,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),0,08/29/2016,,"(34.0281, -118.1604)"
0000901749-0001-8,SOVA KOSHER FOOD PANTRY/JEWISH FAMILY SERVICE CORP,,11310 SANTA MONICA BLVD,LOS ANGELES,90025-3119,11310 SANTA MONICA 90025-3119,5700 WILSHIRE BLVD #2705,LOS ANGELES,90036-3659,445100,Grocery stores (including supermarkets & convenience stores without gas),11,10/28/1998,,"(34.0463, -118.4489)"
0002926882-0001-7,PLAIN TRUTH HOPE MISSION,,8919   AVALON BLVD,LOS ANGELES,90003-3809,8919 AVALON 90003-3809,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/01/2006,,"(33.955, -118.2655)"
0000075032-0006-1,BERBERIAN ENTERPRISES INC,JONS MARKET #7 | JONS MARKET#7,5311 SANTA MONICA BLVD,LOS ANGELES,90029-1105,5311 SANTA MONICA 90029-1105,5315 SANTA MONICA BLVD,LOS ANGELES,90029-1105,445100,Grocery stores (including supermarkets & convenience stores without gas),13,07/22/1988,,"(34.0907, -118.3052)"
0000050153-0002-9,RITE-ON MARKET INC,,9824 S BROADWAY,LOS ANGELES,90003-4124,9824 BROADWAY 90003-4124,213 W 98TH STREET,LOS ANGELES,90003-4110,445100,Grocery stores (including supermarkets & convenience stores without gas),8,07/29/1999,,"(33.947, -118.2781)"
0000341379-0001-9,MARIA E CAMPOS,L & M MARKET,1152 S CENTRAL AVENUE,LOS ANGELES,90021-2042,1152 CENTRAL 90021-2042,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,10/01/1980,,"(34.0303, -118.245)"
0002848845-0001-8,ALEJANDRO ORENDAIN REYES,,1163 VENICE BLVD,LOS ANGELES,90015-3245,1163 VENICE 90015-3245,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,03/01/2015,,"(34.0423, -118.2808)"
0000127815-0002-8,JOHN DAMIELIAN/HELENA TOVMASIAN,ARTSAKH PRODUCE,5345 SANTA MONICA BLVD,LOS ANGELES,90029-1105,5345 SANTA MONICA 90029-1105,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,04/01/2010,,"(34.0907, -118.3061)"
0002983050-0001-8,YOUNGKING INC,STATION FOOD MARKET,6601   HOLLYWOOD BLVD,LOS ANGELES,90028-6207,6601 HOLLYWOOD 90028-6207,532 N MARIPOSA AVENUE   UNIT #101,LOS ANGELES,90004-3036,445100,Grocery stores (including supermarkets & convenience stores without gas),13,04/25/2017,,"(34.1019, -118.3336)"
0002367674-0002-4,ROGELIO ILLESCAS,JJ FAMILY MARKET,3524 W PICO BLVD,LOS ANGELES,90019-4533,3524 PICO 90019-4533,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,07/20/2015,,"(34.0471, -118.3193)"
0000003004-0001-9,SUPER A FOODS INC,SUPER A FOODS,2925 DIVISION STREET,LOS ANGELES,90065-1215,2925 DIVISION 90065-1215,7200 DOMINION CIRCLE,COMMERCE,90040-3647,445100,Grocery stores (including supermarkets & convenience stores without gas),1,01/02/1972,,"(34.1029, -118.2356)"
0000178218-0050-1,RALPHS GROCERY CO,FOOD 4 LESS 344,5318 S MAIN STREET,LOS ANGELES,90037-3811,5318 MAIN 90037-3811,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),9,09/01/1994,,"(33.994, -118.2739)"
0002805824-0001-9,PARMINDER KAUR,SUN FOOD MART & DELI,11019 S ALAMEDA STREET,LOS ANGELES,90059-1424,11019 ALAMEDA 90059,11019 S ALAMEDA STREET,LOS ANGELES,90059-1424,445100,Grocery stores (including supermarkets & convenience stores without gas),0,02/16/2015,,"(33.9353, -118.2264)"
0002785138-0002-7,RUBEN SANTANA GARCIA,TOMS MARKET,4754 E 6TH STREET,LOS ANGELES,90022-2531,4754 6TH 90022-2531,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),0,05/01/2015,,"(34.0266, -118.1642)"
0000210285-0015-4,MRS GOOCHS NATURAL FOOD MARKETS INC,,2520   GLENDALE BLVD,LOS ANGELES,90039-3220,2520 GLENDALE 90039-3220,POST OFFICE BOX #684786,AUSTIN,78768-4786,445100,Grocery stores (including supermarkets & convenience stores without gas),13,05/25/2016,,"(34.1036, -118.259)"
0002623665-0004-3,SIERRA FOODS INC,OLYMPIC ARCO GAS,8770 W OLYMPIC BLVD,LOS ANGELES,90035-1911,8770 OLYMPIC 90035-1911,23300 CINEMA DRIVE UNIT #220,VALENCIA,91355-1776,445100,Grocery stores (including supermarkets & convenience stores without gas),5,11/10/2014,,"(34.0593, -118.3831)"
0002823397-0001-5,WALTER DE LEON,IZABAL MEAT MARKET,5100 S MAIN STREET,LOS ANGELES,90037-3840,5100 MAIN 90037-3840,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,02/19/2015,,"(33.9964, -118.2739)"
0002854188-0001-6,ANA MARINA TELETOR PEREZ,MINI 99 JULIET,4728 S NORMANDIE AVENUE,LOS ANGELES,90037-2855,4728 NORMANDIE 90037-2855,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,09/10/2015,,"(34.0, -118.3001)"
0000096137-0001-1,SAM & SARAH CORPORATION,OAKWOOD NEIGHBORHOOD STORE,3600 BARHAM BLVD,LOS ANGELES,90068-1106,3600 BARHAM 90068-1106,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),4,10/25/1993,,"(34.1389, -118.3416)"
0002815806-0001-7,GLENDA R MORENO / MILTON D MORENO,PULGARCITO MARKET,2484 W PICO BLVD,LOS ANGELES,90006-4007,2484 PICO 90006-4007,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,01/07/2015,,"(34.0472, -118.2912)"
0000178218-0070-6,RALPHS GROCERY CO,FOOD 4 LESS #766,5100 N FIGUEROA STREET,LOS ANGELES,90042-3922,5100 FIGUEROA 90042-3922,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),1,07/25/2001,,"(34.1056, -118.2008)"
0002905993-0001-3,ATPO INVESTMENT CORP,DAY N NITE MINI MART,5101   SANTA MONICA BLVD   UNIT #7,LOS ANGELES,90029-2480,5101 SANTA MONICA 90029-2480,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,04/01/2016,,"(34.0912, -118.3008)"
0002074263-0001-3,THE VENICE GRIND LLC,,12224 VENICE BLVD,LOS ANGELES,90066-3814,12224 VENICE 90066-3814,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),11,09/27/2005,,"(34.0046, -118.4314)"
0002583525-0001-9,JOSE AGUILAR,EL ANTOJITO MARKET,12730 S FIGUEROA STREET SLIP #104-105,LOS ANGELES,90061-1225,12730 FIGUEROA 90061-1225,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),15,10/28/2011,,"(33.9171, -118.2828)"
0000796051-0025-8,THE VONS COMPANIES INC,VONS #2665 | VONS 2665,4520 W SUNSET BLVD,LOS ANGELES,90027-6057,4520 SUNSET 90027-6057,POST OFFICE BOX #29096,PHOENIX,85038-9096,445100,Grocery stores (including supermarkets & convenience stores without gas),13,08/29/1988,,"(34.0981, -118.2882)"
0002795492-0001-4,FLOR DEL C TRUJILLO,DON JUAN MINI MARKET,10825 S SAN PEDRO STREET,LOS ANGELES,90061-2525,10825 SAN PEDRO 90061-2525,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,12/12/2014,,"(33.938, -118.2695)"
0002927391-0001-2,MARIA Z CLARO,LA MILAGROSA MINI MARKET,5638 S BROADWAY,LOS ANGELES,90037-4130,5638 BROADWAY 90037-4130,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/20/2015,,"(33.9911, -118.2782)"
0000178218-0061-7,RALPHS GROCERY CO,RALPHS GROCERY CO #294,2600 S VERMONT AVENUE UNIT #294,LOS ANGELES,90007-2222,2600 VERMONT 90007-2222,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),8,11/13/1996,,"(34.0327, -118.2915)"
0002572749-0001-7,HYE JIN KANG,EL CHARRITO MARKET,501 E 23RD STREET,LOS ANGELES,90011-1022,501 23RD 90011-1022,819 W 147TH STREET,GARDENA,90247-2715,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/08/2011,,"(34.0253, -118.2627)"
0000985427-0003-3,LONGS DRUG STORES CALIFORNIA LLC,CVS/PHARMACY #9398,9618 W PICO BLVD #501,LOS ANGELES,90035-1279,9618 PICO 90035-1279,1   CVS DRIVE,WOONSOCKET,02895-6146,445100,Grocery stores (including supermarkets & convenience stores without gas),5,12/12/1996,,"(34.0551, -118.3981)"
0000933173-0001-6,MARTA JULIA CHITAY,SONIA'S MARKET,5043 S NORMANDIE AVENUE,LOS ANGELES,90037-2829,5043 NORMANDIE 90037-2829,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,09/07/1998,,"(33.9975, -118.3001)"
0000178218-0042-1,RALPHS GROCERY CO,RALPH'S GROCERY CO #278,8701 LINCOLN BLVD,LOS ANGELES,90045-3504,8701 LINCOLN 90045-3504,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),11,06/11/1990,,"(33.9588, -118.4183)"
0002825196-0001-9,MARICELA PASCUAL,ROSA'S MINI MARKET,1246 W 7TH STREET,LOS ANGELES,90017-2362,1246 7TH 90017-2362,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,04/30/2015,,"(34.0521, -118.2673)"
0002849771-0001-0,R & S SHARMA INC,7-ELEVEN STORE 39744A,5700 SANTA MONICA BLVD,LOS ANGELES,90038-3202,5700 SANTA MONICA 90038-3202,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),13,08/21/2015,,"(34.0907, -118.3135)"
